Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Exam_Score
19,61,No,9,62,60
20,90,No,7,65,68
14,73,Yes,9,82,64
24,92,No,7,85,73
17,77,Yes,6,67,64
19,78,No,7,89,69
14,81,No,8,71,63
5,89,Yes,4,76,65
19,71,No,8,57,65
34,65,Yes,6,62,67
25,82,Yes,5,86,67
20,73,No,8,99,66
18,78,Yes,9,85,68
20,86,Yes,7,53,65
23,80,Yes,5,57,66
13,85,Yes,6,72,66
27,82,Yes,6,87,69
24,90,No,7,58,70
24,88,Yes,7,88,71
23,81,No,8,78,70
20,87,No,8,89,68
24,95,Yes,8,78,73
24,77,No,8,80,68
18,77,Yes,7,62,66
17,91,Yes,10,86,67
21,83,Yes,8,92,66
29,63,Yes,8,94,69
13,96,No,10,51,67
11,61,Yes,7,81,61
21,90,No,6,99,70
20,90,No,9,79,70
21,98,Yes,9,59,70
21,62,No,7,94,64
19,84,No,10,63,65
29,77,No,7,52,70
10,73,Yes,8,72,62
15,64,Yes,9,55,64
19,83,Yes,7,56,67
10,79,No,8,73,63
19,64,Yes,9,81,62
30,84,No,6,95,72
20,90,No,6,85,69
21,91,Yes,9,92,72
12,96,Yes,7,71,68
16,76,No,6,66,64
18,98,Yes,7,80,72
18,95,Yes,8,85,73
28,72,Yes,5,78,67
23,66,Yes,8,63,64
13,77,Yes,8,68,65
21,76,Yes,9,72,67
23,83,Yes,7,51,68
27,83,Yes,9,94,72
29,90,Yes,7,76,71
14,80,Yes,7,88,66
15,64,No,7,59,59
12,94,Yes,10,78,68
19,72,Yes,5,96,64
23,99,No,8,61,70
26,65,Yes,7,67,65
20,98,Yes,7,69,72
18,64,No,8,69,66
21,69,Yes,9,80,68
15,62,No,8,70,62
33,88,No,9,84,70
10,94,Yes,7,74,70
21,77,Yes,7,58,64
32,97,Yes,5,97,76
20,84,Yes,10,62,67
19,85,No,7,78,69
18,94,Yes,7,53,68
19,72,Yes,8,96,67
28,74,Yes,9,96,69
7,96,Yes,6,68,67
29,96,Yes,9,56,73
11,99,Yes,7,88,71
18,96,No,9,63,70
17,65,Yes,6,85,65
24,93,Yes,8,96,73
10,76,Yes,7,80,65
23,100,Yes,5,93,73
32,79,Yes,5,61,70
12,82,Yes,6,96,66
21,81,Yes,8,61,66
16,73,Yes,4,61,64
23,63,Yes,8,94,68
20,96,No,7,78,70
16,92,Yes,4,90,72
23,66,No,6,90,66
31,91,Yes,6,82,74
19,85,No,7,59,67
24,76,Yes,9,85,71
12,70,Yes,9,53,60
14,94,No,6,60,68
23,88,No,6,82,69
29,82,No,5,95,74
22,84,Yes,6,89,71
18,64,Yes,6,67,63
20,79,Yes,7,91,66
12,68,No,7,98,65
24,68,No,6,67,60
25,86,Yes,6,59,69
17,96,No,6,60,69
17,76,Yes,6,70,67
22,68,Yes,9,53,65
17,86,Yes,8,74,70
20,95,Yes,8,87,71
33,90,Yes,9,77,73
19,95,Yes,8,99,70
18,81,Yes,9,73,67
16,90,Yes,8,51,67
24,66,No,7,74,65
19,74,Yes,6,96,69
16,76,Yes,6,55,65
28,80,Yes,8,61,68
29,97,No,7,86,74
16,95,Yes,5,65,68
9,65,No,4,88,61
26,67,Yes,10,71,67
16,74,Yes,6,90,66
25,72,Yes,6,78,69
8,85,Yes,9,54,62
25,96,Yes,5,69,71
13,98,Yes,8,67,71
24,86,Yes,10,91,72
20,94,Yes,10,81,69
14,81,No,6,89,67
18,68,No,7,69,63
24,81,Yes,6,85,68
21,82,Yes,7,53,69
24,90,Yes,9,52,65
32,69,Yes,5,64,70
11,75,No,8,89,65
30,75,No,7,77,67
21,98,Yes,9,70,72
15,78,Yes,9,95,69
12,90,Yes,6,75,69
19,90,No,7,81,71
26,71,Yes,8,99,67
19,83,No,8,76,65
29,96,No,4,89,70
11,79,No,8,71,63
20,98,Yes,9,52,71
12,69,Yes,7,92,64
22,63,Yes,8,97,69
25,96,No,9,72,69
17,94,Yes,7,75,70
4,100,No,8,71,64
21,87,No,7,100,70
23,97,No,7,95,74
22,93,Yes,6,52,69
27,94,Yes,7,89,73
14,83,Yes,10,80,66
24,75,Yes,6,51,67
27,97,No,8,72,76
9,77,No,7,57,61
22,82,Yes,9,94,68
17,78,Yes,9,51,63
20,83,Yes,6,94,67
22,79,Yes,6,97,66
17,62,Yes,6,54,62
16,95,Yes,6,86,69
20,78,No,6,77,67
13,84,No,8,98,66
13,66,Yes,6,90,63
24,60,No,6,85,64
13,70,Yes,6,96,64
24,88,No,8,58,67
23,64,Yes,7,69,66
10,96,Yes,7,92,68
16,69,Yes,6,55,62
27,68,Yes,5,97,68
14,67,No,9,87,63
17,61,No,7,72,62
23,91,No,10,67,72
25,95,No,8,57,69
18,85,Yes,10,55,67
16,68,Yes,8,71,65
29,71,No,7,92,69
30,79,Yes,6,77,72
26,98,Yes,6,73,70
21,70,No,9,66,91
15,89,Yes,7,58,65
15,78,Yes,8,100,62
23,72,Yes,8,51,65
23,78,Yes,8,66,67
28,63,No,6,88,67
24,92,No,9,76,72
11,70,Yes,7,66,60
26,89,No,7,100,69
14,63,No,8,81,61
18,98,Yes,7,65,70
22,68,No,4,92,68
32,95,Yes,9,58,75
39,92,No,9,73,75
24,99,No,4,92,72
19,79,Yes,5,99,66
23,89,No,10,69,71
25,75,No,7,57,70
18,67,Yes,7,78,63
31,78,Yes,6,97,72
21,67,Yes,5,83,65
23,99,Yes,7,80,71
24,64,Yes,8,65,65
23,84,Yes,7,80,69
25,85,Yes,8,94,71
16,82,Yes,10,69,68
17,86,No,6,62,66
13,65,No,7,74,60
23,82,No,9,69,68
25,71,Yes,6,73,67
23,98,No,7,55,71
30,90,No,10,67,74
20,99,No,6,91,70
24,62,No,9,70,63
13,71,No,7,98,64
18,68,Yes,10,85,66
24,60,Yes,5,68,64
25,70,Yes,7,63,69
18,87,Yes,5,84,71
20,69,No,6,65,64
11,80,Yes,6,96,65
18,96,No,7,56,69
25,88,No,5,51,68
23,76,Yes,7,61,68
23,75,Yes,8,80,68
20,78,Yes,5,92,65
20,67,No,6,59,65
16,85,No,10,79,66
24,75,No,7,57,66
23,94,Yes,4,78,71
23,90,Yes,5,51,68
17,84,Yes,7,78,65
7,75,Yes,7,76,63
27,68,No,6,52,66
17,91,Yes,10,84,71
15,79,Yes,10,79,65
24,69,Yes,7,81,68
18,68,Yes,8,76,66
26,67,No,8,86,64
24,91,Yes,9,76,70
24,69,Yes,6,96,70
12,81,No,10,97,66
27,78,Yes,7,86,70
22,83,No,8,96,71
18,95,No,7,96,70
21,95,No,7,63,70
9,78,Yes,7,100,66
22,61,No,5,63,64
14,77,No,4,51,66
12,84,Yes,7,98,68
11,82,No,6,61,61
27,86,Yes,8,79,72
16,66,No,8,99,66
29,86,Yes,7,52,68
17,67,No,9,63,61
10,90,Yes,7,80,67
13,74,Yes,5,88,66
27,88,Yes,7,90,74
19,62,Yes,9,94,66
17,76,Yes,4,58,67
21,88,Yes,7,69,71
23,69,Yes,8,86,66
27,92,Yes,10,86,71
29,85,Yes,9,65,72
18,84,Yes,7,65,66
12,74,Yes,8,66,62
18,79,Yes,4,95,66
22,84,Yes,5,95,69
14,79,Yes,8,51,64
14,88,Yes,7,66,69
22,77,Yes,7,70,69
20,68,Yes,7,99,64
20,69,Yes,7,97,68
15,60,Yes,7,81,63
19,72,Yes,5,52,64
14,90,Yes,7,60,69
25,92,No,5,72,71
26,68,No,6,98,67
9,98,No,9,55,67
14,80,Yes,7,90,66
11,97,Yes,8,60,67
16,88,No,7,75,68
19,89,Yes,6,88,69
11,63,Yes,5,85,62
14,69,Yes,6,89,66
14,60,Yes,7,91,63
21,89,Yes,8,65,67
20,74,No,7,68,68
16,91,No,8,91,66
21,74,Yes,5,52,66
17,93,No,8,76,67
18,65,Yes,5,96,66
30,67,Yes,8,94,69
28,74,No,8,90,72
12,76,Yes,4,51,60
25,74,Yes,8,94,68
25,91,Yes,8,96,72
13,64,Yes,9,83,64
25,74,Yes,6,65,65
29,93,No,7,74,76
13,63,No,8,88,59
14,98,Yes,8,91,67
26,99,Yes,8,67,73
22,64,No,6,66,64
23,72,No,8,87,67
22,75,Yes,8,84,69
22,91,Yes,7,76,69
12,84,Yes,6,71,67
26,86,Yes,6,83,72
27,90,No,9,52,86
19,65,Yes,8,54,62
20,93,No,7,79,69
11,88,Yes,7,61,68
23,83,Yes,4,89,99
23,96,Yes,7,89,70
20,88,Yes,5,85,68
27,68,Yes,7,95,67
18,77,Yes,9,57,66
23,80,No,6,63,66
14,62,Yes,7,63,62
20,98,Yes,8,89,72
19,65,Yes,7,76,64
21,88,Yes,6,63,68
18,80,Yes,7,57,66
19,61,Yes,8,95,68
25,97,Yes,7,85,75
17,94,No,7,76,67
10,81,Yes,9,98,65
30,69,No,8,92,68
28,65,Yes,5,59,67
12,75,Yes,8,75,63
24,70,Yes,8,74,67
17,80,Yes,5,92,67
22,99,Yes,4,57,73
22,83,Yes,5,73,67
19,96,No,7,82,71
15,86,No,9,97,67
16,79,Yes,6,95,68
15,94,Yes,8,77,68
15,79,Yes,4,80,66
20,95,Yes,7,93,68
16,72,No,6,87,63
24,65,No,10,94,68
29,94,Yes,4,95,74
17,83,Yes,7,92,65
21,96,Yes,4,50,69
23,98,No,6,66,70
23,62,Yes,4,70,65
20,80,No,10,84,68
24,75,No,6,65,65
23,85,No,7,66,68
13,92,Yes,7,70,68
25,71,Yes,5,98,66
25,82,No,9,72,70
15,88,No,8,57,66
20,65,Yes,8,50,64
24,93,No,5,62,70
19,84,No,9,97,68
26,98,Yes,9,98,74
34,74,Yes,7,76,71
15,64,Yes,8,82,61
12,80,No,7,90,64
22,63,No,5,53,64
24,99,Yes,7,69,73
19,62,Yes,6,82,62
29,90,Yes,7,95,71
12,81,Yes,9,86,68
24,75,Yes,5,68,67
16,63,No,6,95,63
30,85,No,6,83,71
32,83,Yes,6,92,72
15,71,No,6,69,66
17,96,Yes,7,50,67
25,72,Yes,8,58,66
18,78,No,8,96,68
20,82,Yes,7,52,64
20,64,Yes,8,80,65
8,97,Yes,10,70,66
20,75,Yes,7,71,69
16,63,No,9,70,64
17,75,Yes,8,53,65
29,84,Yes,10,56,72
12,81,No,8,53,65
25,88,Yes,6,53,70
18,62,Yes,7,54,64
18,71,Yes,7,85,62
25,93,No,8,56,69
22,63,No,6,63,62
23,94,Yes,9,83,69
26,64,No,7,56,66
18,93,Yes,8,96,71
16,74,Yes,7,74,66
13,84,No,7,98,64
15,66,Yes,7,60,63
38,63,No,8,52,69
27,69,Yes,10,80,68
12,65,Yes,4,66,63
12,72,Yes,8,79,64
23,81,Yes,7,74,66
23,84,Yes,7,73,71
23,92,Yes,4,93,72
18,86,No,8,60,88
19,84,Yes,7,75,66
22,76,Yes,6,71,65
21,79,Yes,7,84,66
7,77,Yes,7,53,62
19,94,No,4,76,68
15,69,Yes,7,74,65
21,60,No,8,99,62
38,86,No,6,88,74
22,68,Yes,7,58,64
18,96,No,7,75,72
26,94,No,9,89,70
23,63,No,7,76,65
23,64,Yes,8,68,66
24,80,Yes,7,69,67
32,84,Yes,10,68,73
13,71,Yes,6,51,65
23,89,No,6,87,74
14,84,No,7,81,66
23,73,No,6,63,67
14,61,No,5,82,58
17,90,No,8,65,71
18,69,Yes,4,62,63
26,93,No,6,87,73
26,77,Yes,5,90,68
13,83,Yes,7,81,66
20,95,No,4,89,68
16,95,No,8,68,66
12,75,No,8,54,62
19,68,Yes,5,80,78
18,91,No,7,63,68
35,77,Yes,8,89,77
23,68,Yes,8,68,65
12,96,Yes,5,84,73
17,68,Yes,5,78,64
26,61,Yes,9,91,67
33,61,No,6,92,69
10,85,Yes,6,53,60
9,86,No,8,65,66
31,72,Yes,5,94,70
22,73,Yes,7,70,66
15,74,Yes,8,76,64
23,87,No,5,59,70
4,62,No,6,78,58
20,97,Yes,5,63,69
22,69,Yes,6,91,64
26,100,No,9,60,72
14,67,Yes,9,68,60
21,91,Yes,7,55,70
14,69,Yes,8,79,62
22,63,Yes,8,97,66
15,95,Yes,6,59,66
18,94,Yes,7,51,65
14,76,Yes,5,71,64
24,88,Yes,6,87,72
25,82,Yes,7,99,71
19,94,No,5,53,68
20,73,Yes,5,89,68
11,81,Yes,6,68,64
18,79,Yes,9,58,65
20,74,Yes,9,60,64
36,96,No,7,96,75
13,67,Yes,8,90,61
29,66,No,6,66,68
26,83,No,4,97,70
22,86,No,6,55,71
31,68,Yes,7,66,66
22,76,Yes,7,83,66
22,98,Yes,7,100,70
20,70,No,7,73,62
27,87,Yes,6,91,72
27,90,No,8,96,72
16,78,Yes,5,50,63
12,98,Yes,8,64,69
19,89,Yes,6,55,68
15,78,Yes,10,89,67
20,83,Yes,7,78,71
27,88,Yes,6,55,67
17,84,Yes,6,71,62
20,95,No,6,76,69
20,74,Yes,8,85,67
25,72,Yes,7,89,71
7,69,Yes,8,54,87
16,62,No,8,74,62
21,62,Yes,7,58,64
27,95,No,8,88,74
17,87,Yes,9,83,69
9,86,No,8,86,65
24,85,Yes,7,54,66
16,94,Yes,8,76,70
13,79,No,5,92,68
16,95,No,10,86,70
19,74,No,8,93,68
16,97,Yes,8,60,69
7,88,Yes,7,64,66
25,70,Yes,4,72,65
28,83,Yes,7,76,71
24,81,Yes,7,63,66
13,66,Yes,6,69,61
19,84,Yes,6,84,69
20,73,No,6,82,65
24,62,Yes,8,56,63
24,98,Yes,9,99,73
16,86,Yes,7,78,68
20,95,Yes,6,74,70
23,87,Yes,6,98,72
29,74,Yes,7,57,68
24,81,No,7,77,68
25,87,Yes,8,90,71
21,98,Yes,6,70,68
28,70,Yes,8,87,70
22,95,Yes,8,95,70
15,97,Yes,6,63,69
28,87,Yes,4,62,73
24,97,Yes,6,68,72
17,76,No,9,71,67
17,98,No,4,56,69
22,88,Yes,9,62,68
23,62,No,4,94,64
21,96,Yes,6,78,71
22,79,Yes,6,63,68
30,78,Yes,10,97,70
26,83,Yes,7,89,72
21,66,Yes,7,68,65
26,79,No,6,88,70
14,93,No,8,80,69
22,61,No,6,84,64
31,71,Yes,7,66,67
19,60,Yes,6,60,65
15,77,Yes,8,63,62
16,89,No,8,54,68
13,92,No,6,74,68
15,98,No,6,70,68
18,84,Yes,6,50,68
12,70,Yes,7,93,62
20,97,Yes,8,84,72
25,91,No,7,72,69
15,83,No,4,98,68
29,88,Yes,8,97,71
23,97,Yes,5,55,69
26,88,No,6,81,71
16,75,Yes,7,91,65
25,89,No,7,59,68
13,62,Yes,8,56,60
25,75,Yes,6,63,68
21,76,No,6,64,66
23,67,No,7,98,66
13,61,Yes,8,89,62
15,65,No,8,53,61
24,86,No,7,89,69
14,92,Yes,9,58,69
23,100,Yes,9,68,74
12,74,Yes,8,66,62
25,84,Yes,5,64,67
13,97,No,8,65,69
23,67,Yes,7,88,66
24,89,Yes,6,63,72
16,90,No,6,90,69
23,64,Yes,7,55,65
22,94,No,6,80,72
17,93,Yes,7,93,69
14,61,No,7,54,60
8,64,No,7,82,61
22,62,No,8,76,63
11,73,No,7,67,63
21,80,Yes,6,55,68
18,81,Yes,4,84,68
24,71,No,8,65,65
18,96,No,7,67,71
18,75,Yes,7,86,64
24,62,No,9,97,65
22,72,Yes,5,67,67
22,81,No,7,87,67
23,76,Yes,6,98,67
11,71,Yes,8,55,87
25,65,Yes,4,76,67
24,93,Yes,8,51,72
14,100,Yes,8,91,69
19,73,Yes,6,64,65
20,75,Yes,7,67,66
19,85,No,6,84,70
22,89,Yes,8,89,71
29,76,Yes,8,70,67
26,96,No,5,83,72
12,82,No,5,98,63
24,78,Yes,9,94,67
28,86,No,10,85,72
22,98,No,8,97,72
27,92,No,8,94,70
32,62,No,7,86,67
26,73,No,7,96,68
21,79,Yes,8,91,67
26,73,No,7,75,70
21,88,No,9,75,67
20,93,Yes,7,50,71
18,89,Yes,7,52,69
29,100,Yes,7,87,74
15,71,No,7,78,63
29,95,Yes,9,88,72
23,91,Yes,7,97,71
12,74,No,7,73,64
22,89,Yes,7,54,69
7,64,No,6,81,62
24,92,Yes,5,55,69
25,81,Yes,9,81,68
16,72,Yes,9,76,67
21,86,Yes,9,86,71
32,86,Yes,5,68,70
17,68,No,9,57,63
14,61,No,10,62,60
29,77,No,9,84,69
32,83,Yes,9,74,71
20,95,Yes,8,77,69
26,97,Yes,6,66,73
28,81,Yes,8,92,73
16,90,No,5,100,68
17,78,Yes,6,66,67
27,90,No,7,86,74
30,68,No,7,59,68
23,75,No,8,87,69
15,85,No,4,72,69
32,61,Yes,7,80,68
17,89,No,8,62,66
18,93,Yes,8,93,69
22,76,Yes,8,59,66
29,78,Yes,7,96,72
25,94,Yes,6,53,69
22,91,Yes,8,64,68
23,72,Yes,7,78,66
20,73,Yes,8,93,65
23,87,No,8,79,71
5,83,Yes,7,61,61
18,66,Yes,6,93,63
21,72,Yes,9,80,66
13,96,No,8,62,69
22,88,Yes,10,78,71
19,99,Yes,8,84,73
31,91,Yes,8,84,72
29,98,No,5,86,73
17,69,Yes,7,95,65
19,91,Yes,7,91,71
20,61,Yes,8,80,65
17,87,No,8,52,67
21,79,Yes,8,87,69
15,74,No,10,99,63
13,94,Yes,6,65,68
24,94,Yes,8,80,70
24,61,Yes,8,88,64
15,84,No,10,82,64
25,75,Yes,8,96,68
16,77,Yes,8,74,65
22,93,No,8,77,70
25,72,Yes,8,52,66
20,98,Yes,9,95,70
23,67,Yes,6,63,66
17,87,No,6,99,69
19,87,No,10,60,69
19,70,No,4,63,64
16,73,Yes,7,74,64
19,93,Yes,7,83,69
11,90,Yes,7,72,67
17,73,Yes,9,68,63
18,81,Yes,8,77,67
18,62,No,6,98,65
19,68,Yes,6,98,64
20,79,No,7,66,68
23,63,Yes,9,84,64
25,94,No,7,86,70
16,89,Yes,7,83,70
13,98,Yes,6,56,67
14,88,Yes,8,77,69
17,98,No,7,88,70
18,82,No,6,60,69
15,84,Yes,9,67,65
12,99,Yes,10,60,66
17,86,Yes,7,94,70
21,61,Yes,7,93,63
24,89,No,5,58,69
17,96,Yes,8,88,74
18,92,Yes,8,68,70
14,83,No,7,84,66
20,87,Yes,6,75,68
15,100,No,10,74,67
23,64,Yes,8,94,66
9,87,No,6,82,65
18,71,Yes,8,62,66
22,86,Yes,7,56,69
21,84,No,7,97,67
36,66,Yes,8,58,69
22,68,No,4,87,66
14,85,No,4,75,64
19,65,No,9,57,61
9,71,Yes,7,89,61
20,93,Yes,6,95,70
15,73,No,5,56,65
25,80,No,7,53,67
17,98,No,7,92,69
19,69,Yes,9,75,63
16,76,No,8,84,66
30,84,Yes,7,72,73
18,90,No,8,71,68
31,96,Yes,9,65,74
25,97,Yes,8,78,70
23,91,Yes,8,58,68
22,69,No,7,86,67
22,61,No,6,77,65
8,75,No,5,92,66
18,66,Yes,5,96,64
25,88,Yes,8,95,72
20,86,Yes,8,80,70
12,62,Yes,9,66,60
20,93,Yes,8,68,68
30,70,Yes,9,83,71
27,77,Yes,7,86,68
20,87,Yes,8,58,67
26,77,Yes,5,100,70
18,78,No,7,55,65
10,63,No,4,80,60
14,76,No,7,77,65
29,91,No,9,80,70
18,97,Yes,7,77,69
19,77,No,8,53,64
18,77,No,7,100,67
31,88,Yes,6,99,73
30,98,No,7,76,74
33,71,Yes,9,60,67
19,78,Yes,8,59,66
22,92,No,6,53,69
11,84,No,5,81,64
29,64,Yes,7,74,69
13,85,Yes,6,71,66
21,67,Yes,7,76,65
13,80,Yes,5,94,67
16,81,No,9,54,67
15,95,No,7,77,68
16,78,No,7,85,65
17,71,Yes,6,99,66
17,69,Yes,7,87,65
25,95,Yes,7,77,71
13,67,Yes,6,88,63
21,77,Yes,7,100,70
27,67,Yes,9,94,70
17,91,Yes,4,54,67
16,79,Yes,7,79,68
19,74,Yes,6,89,63
27,74,Yes,9,84,70
21,94,No,7,71,69
17,82,Yes,5,66,66
23,89,No,7,81,70
13,96,No,8,71,68
24,96,No,10,70,70
22,73,Yes,4,92,67
18,98,Yes,5,66,69
15,61,Yes,9,82,64
15,75,No,5,94,62
23,96,No,7,81,71
27,71,Yes,6,75,69
16,71,Yes,6,52,62
23,72,Yes,7,84,66
7,84,Yes,7,100,64
16,78,No,9,90,66
20,89,Yes,9,82,72
15,96,Yes,8,73,71
14,87,Yes,7,61,65
16,68,Yes,7,85,65
22,97,Yes,8,59,70
19,71,Yes,9,94,68
7,66,Yes,8,68,57
7,64,No,9,70,59
16,83,Yes,6,61,64
23,65,Yes,9,74,67
4,66,No,8,84,60
17,72,Yes,6,65,67
17,71,Yes,7,85,65
28,84,Yes,7,81,71
18,93,Yes,7,69,67
22,90,Yes,7,66,69
21,70,Yes,5,93,68
7,70,Yes,6,51,59
25,99,No,7,86,75
21,60,Yes,6,71,59
23,95,No,6,86,71
44,68,No,9,75,71
7,98,No,7,54,66
30,74,No,10,99,69
18,78,Yes,7,54,65
22,88,Yes,9,58,68
20,84,No,7,71,68
17,73,Yes,6,97,67
17,82,Yes,7,65,68
22,89,Yes,9,78,68
11,62,Yes,7,76,88
25,60,Yes,8,67,66
18,78,Yes,7,85,67
13,65,No,7,75,63
17,87,Yes,7,79,68
28,69,No,6,61,65
17,77,Yes,7,96,67
22,68,Yes,8,56,67
16,82,Yes,7,85,67
25,65,No,7,94,64
24,61,No,8,54,61
31,62,Yes,7,51,65
19,98,Yes,7,67,70
24,66,No,8,89,67
21,88,No,7,86,68
28,63,Yes,7,91,65
16,64,Yes,8,70,63
24,80,No,7,100,72
19,79,Yes,7,68,68
20,98,Yes,7,90,73
21,98,Yes,7,68,71
22,91,No,5,61,70
19,84,Yes,7,67,68
21,78,No,10,60,68
29,74,No,6,56,68
26,98,Yes,6,68,71
25,84,Yes,10,57,70
17,83,No,6,75,67
15,69,Yes,9,52,61
26,62,Yes,7,72,64
25,98,No,7,98,72
29,73,No,7,68,67
16,78,Yes,8,57,65
19,65,Yes,5,65,64
10,93,Yes,7,90,66
18,61,No,6,66,62
26,93,No,4,69,70
17,66,Yes,9,89,64
24,95,No,4,63,70
19,89,No,10,74,66
22,67,Yes,8,53,62
13,83,No,5,59,63
21,73,Yes,9,60,66
2,67,No,6,73,58
19,94,Yes,6,91,70
10,76,No,4,68,63
27,76,Yes,6,69,70
25,67,Yes,6,65,65
23,75,Yes,8,66,67
29,95,No,9,70,73
14,75,Yes,5,95,82
30,98,No,7,51,71
26,98,Yes,4,81,73
19,66,No,7,94,65
27,67,Yes,10,71,67
13,95,Yes,4,83,67
15,76,Yes,5,79,69
16,60,Yes,8,67,61
17,71,No,8,57,64
14,84,No,6,61,64
27,92,Yes,9,53,68
18,65,No,6,88,62
22,64,Yes,10,77,66
17,97,Yes,8,89,70
9,90,Yes,9,65,67
22,84,Yes,8,90,70
9,91,No,8,65,65
20,77,No,8,56,65
12,90,Yes,9,77,70
32,75,Yes,7,97,72
25,70,No,6,71,65
21,89,Yes,7,76,71
28,77,Yes,6,73,71
15,99,Yes,6,73,72
23,74,No,9,61,64
21,97,No,8,71,72
22,97,No,8,75,71
28,70,Yes,9,87,66
24,92,No,8,57,71
22,77,Yes,10,79,67
10,97,No,4,83,69
14,78,Yes,6,69,67
19,90,Yes,6,77,71
21,79,No,5,86,66
13,69,No,7,73,62
34,68,No,7,67,67
29,77,Yes,10,91,70
24,90,No,8,99,72
20,84,No,6,61,69
19,88,No,8,94,70
14,71,No,4,77,64
20,79,Yes,7,72,65
22,62,Yes,7,95,66
13,93,No,6,96,68
22,100,Yes,7,64,72
19,76,Yes,6,68,65
9,60,Yes,6,93,60
15,67,No,8,75,63
18,86,Yes,9,64,66
31,84,Yes,8,98,73
23,92,Yes,6,61,71
12,70,Yes,6,81,59
23,91,Yes,6,71,70
11,88,Yes,7,73,63
26,73,No,6,55,67
17,82,Yes,9,63,65
19,66,No,7,58,64
28,78,No,8,87,71
12,95,Yes,5,85,70
12,77,Yes,6,90,63
16,94,No,8,85,68
26,84,Yes,8,56,67
11,68,Yes,5,99,66
3,83,Yes,7,59,63
17,80,Yes,7,68,65
23,76,Yes,6,85,66
27,65,Yes,8,57,65
17,77,Yes,5,59,65
18,63,No,6,94,63
27,64,No,8,67,65
9,77,Yes,7,83,62
18,72,Yes,7,93,66
21,97,No,7,99,71
23,75,Yes,8,61,64
17,90,Yes,8,56,67
20,81,No,8,87,68
5,88,No,7,59,63
16,70,Yes,6,79,64
23,98,Yes,6,77,74
14,81,Yes,5,78,68
20,93,Yes,6,82,68
23,75,Yes,6,93,69
18,64,Yes,9,64,61
21,87,Yes,5,78,69
14,60,Yes,9,67,61
19,79,Yes,7,66,67
24,68,No,7,51,63
21,85,No,8,80,68
16,99,No,5,99,68
21,79,Yes,6,88,67
24,93,Yes,5,62,69
8,80,No,6,86,64
27,80,No,6,65,67
18,97,No,9,88,70
23,96,Yes,6,93,72
27,91,No,4,67,71
12,72,No,6,50,62
16,82,Yes,8,65,67
18,69,Yes,9,60,64
15,78,Yes,7,81,64
30,79,No,6,65,70
15,93,Yes,7,52,68
17,96,No,8,77,70
21,77,Yes,5,94,65
13,61,No,7,73,59
18,94,Yes,7,69,69
22,67,Yes,7,59,67
18,85,No,7,69,68
19,61,No,6,67,62
17,76,No,8,100,65
11,99,Yes,7,52,69
22,64,Yes,7,62,65
31,77,Yes,5,53,68
20,72,Yes,8,93,68
21,96,Yes,6,71,71
24,95,Yes,9,90,71
12,70,No,5,85,66
30,63,Yes,8,96,71
21,85,No,4,51,66
30,73,No,4,60,66
16,87,Yes,6,85,69
31,61,No,4,79,65
25,65,Yes,8,85,66
23,87,No,7,79,67
21,68,No,9,79,66
19,94,No,7,97,69
27,62,No,7,96,66
21,69,Yes,7,52,64
8,100,Yes,6,71,70
13,77,Yes,6,76,62
19,88,Yes,5,68,67
22,67,No,8,52,60
20,84,No,7,74,66
27,89,Yes,7,99,72
8,73,Yes,10,54,63
21,93,Yes,6,91,69
9,84,Yes,7,60,66
25,76,Yes,7,79,69
19,82,No,9,69,68
23,83,No,7,67,66
15,67,Yes,7,94,63
28,76,Yes,10,99,70
26,74,No,6,69,68
24,76,Yes,7,82,68
19,90,No,8,78,67
23,79,Yes,6,54,67
16,98,Yes,8,52,69
25,72,No,6,89,68
30,77,Yes,9,70,67
26,91,Yes,8,65,70
16,82,No,7,99,70
22,82,No,5,54,66
12,62,Yes,6,63,61
23,76,Yes,7,93,68
23,71,Yes,8,71,64
9,100,No,7,79,66
13,72,Yes,8,52,65
18,95,No,8,96,73
18,87,No,8,57,66
13,74,Yes,7,61,65
22,82,Yes,7,58,68
22,94,Yes,7,75,69
19,95,Yes,6,91,72
15,66,No,9,63,63
26,74,No,8,57,65
30,73,Yes,9,70,69
17,62,No,6,99,62
16,84,Yes,8,51,66
23,94,Yes,9,75,69
18,75,Yes,9,83,67
19,90,Yes,5,90,94
24,85,Yes,7,87,71
9,75,No,7,54,61
28,66,Yes,9,73,68
20,88,No,4,54,66
18,94,Yes,5,81,71
19,87,No,9,54,66
20,61,No,6,52,60
10,69,Yes,5,65,60
29,63,Yes,9,97,66
20,83,Yes,5,85,67
23,90,No,9,50,67
26,64,No,5,64,64
14,94,No,5,51,66
23,82,No,7,65,68
18,88,Yes,6,84,70
25,99,Yes,7,88,75
7,63,Yes,10,90,86
19,96,Yes,7,95,73
16,65,No,9,68,61
23,76,No,7,93,68
23,94,No,8,86,70
16,96,Yes,4,77,71
16,80,Yes,8,98,71
19,84,No,8,97,68
15,88,Yes,6,95,70
25,93,Yes,10,60,70
18,65,Yes,6,60,62
3,92,Yes,5,95,67
18,79,No,8,70,68
14,78,Yes,5,90,68
10,77,No,7,84,64
13,80,No,9,88,68
21,98,Yes,8,51,69
28,82,No,7,71,70
22,98,Yes,6,93,73
16,67,Yes,9,74,66
23,89,No,5,85,68
17,92,Yes,8,88,68
